created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Thu Feb 17 23:00:16 +0000 2022,ukraine,1109,23,283,Usa,"Russian President Vladimir Putin has made up his mind to invade Ukraine, according to senior UK government officials. Western leaders are accusing Moscow of orchestrating 'false flag' attacks in the eastern part of the country - The Times of London
https://t.co/fUeEYMm8cS",russian president vladimir putin made mind invade according senior government official western leader accusing moscow orchestrating flag attack eastern part country time london,-1
Thu Feb 17 23:00:02 +0000 2022,ukraine,66830,4540,6721,Usa,Question for all the #Russia specialists on here: we know the USSR’s prosecution of the Afghanistan war accelerated the Soviet breakup. Does a #Russia invasion of #Ukraine pose any threat to Putin’s leadership and cohesion of the Russian Federation?,question specialist know ussr prosecution afghanistan war accelerated soviet breakup invasion pose threat putin leadership cohesion russian federation,0
Thu Feb 17 23:30:00 +0000 2022,ukraine,221410,414511,98,India,"#InPics | President Vladimir Putin has made reviving the Russian army one of the top priorities of his 20-year rule

https://t.co/7gneB3RDXF",president vladimir putin made reviving russian army one top priority rule,1
Thu Feb 17 23:29:49 +0000 2022,ukraine,103214,181,204,Usa,Washington and the world are bracing for an imminent Russian invasion of Ukraine — something that poses deep risks for President Biden on the home front as well as on the global stage.... https://t.co/mjdyHMXjRf,washington world bracing imminent russian invasion something pose deep risk president biden home front well global stage,0
Fri Feb 18 00:00:00 +0000 2022,ukraine,259984,3248747,1295,Canada,Defence minister says enhancing military presence in the region is 'top of my priority list' https://t.co/FHeDzJD2sj,defence minister say enhancing military presence region priority list,1
Fri Feb 18 01:00:00 +0000 2022,ukraine,310036,906289,45,UAE,"President Volodymyr Zelensky says that #Ukraine has “no need” for foreign allied forces to face down a feared Russian invasion, warning that their presence might only exacerbate tensions with #Russia.

https://t.co/DTlgmp6pGZ",president volodymyr zelensky say need foreign allied force face feared russian invasion warning presence might exacerbate tension,-1
Fri Feb 18 02:01:03 +0000 2022,ukraine,1152,49,205,Usa,@ForeignAffairs President Putin needs to understand that Russia is a spent force and cannot dictate or choose  friends for Ukraine .,president putin need understand russia spent force dictate choose friend,1
Fri Feb 18 03:14:56 +0000 2022,ukraine,97444,1640,4993,Usa,"The United States’ Message to Russia: Prove Us Wrong. “If Russia doesn’t invade Ukraine, then we will be relieved that Russia changed course,’’ Secretary of State Antony J. Blinken said at the United Nations  https://t.co/OfalOa4iM0",united state message russia prove wrong russia invade relieved russia changed course secretary state antony blinken said united nation,1
Fri Feb 18 03:32:09 +0000 2022,ukraine,14483,1709,35,India,vladimir putin furious on us says joe biden using ukraine as tool to contain russia – Ukraine Crisis: पुतिन का आरोप https://t.co/N2EYvUS21n,vladimir putin furious say using tool contain russia crisis,-1
Fri Feb 18 04:01:37 +0000 2022,ukraine,14436,319,1125,Usa,@DvnFrl @e_e_easy @AFP Not just near the border. Deployed to the border. There’s a difference. Russia has bases all over the area near Ukraine’s border. What’s different right now is they are moving those troops out of the bases and deploying them into attack positions. Surrounding Ukraine on 3 sides.,near border deployed border difference russia base area near border different right moving troop base deploying attack position surrounding side,-1
Fri Feb 18 04:31:24 +0000 2022,ukraine,58957,7668,8054,Ukraine,"Pro-Russian separatists and Ukrainian authorities traded allegations of cease-fire violations along the tense front line separating the two sides, as Western officials said Moscow continued to mass troops along the border of its smaller neighbor https://t.co/lQyf58LIQn via @WSJ",separatist ukrainian authority traded allegation violation along tense front line separating two side western official said moscow continued mass troop along border smaller neighbor via,-1
Fri Feb 18 04:46:37 +0000 2022,ukraine,25896,75,145,India,russia: US challenges Russia to step back from Ukraine attack – Times of India https://t.co/LP2haoNlpD,russia challenge russia step back attack time india,1
Fri Feb 18 04:45:15 +0000 2022,ukraine,46430,2524,4623,Usa,"The Russian people better RISE UP &amp; stop 
Vladimir Putin's threat of attacking Ukraine.

The world's a mess NOW &amp; Putin's unprovoked assault on a peaceful sovereign nation will cause immense pain for decades.

Russia will be a pariah &amp; the most despised country since World War II",russian people better rise amp stop vladimir putin threat attacking world mess amp putin unprovoked assault peaceful sovereign nation cause immense pain decade russia pariah amp despised country since world war,-1
Sat Feb 19 21:53:56 +0000 2022,elon musk,24078,87,2,India,"US Securities Regulator Says Not Harassing Elon Musk #elonmusktwitterpostsharassmentussecresponseelonmusk #securitiesandexchangecommission #Tesla #Twitter https://t.co/0LzftCOllc
https://t.co/0LzftCOllc",security regulator say harassing,-1
Sat Feb 19 22:44:08 +0000 2022,elon musk,655745,3599,576,Usa,Elon Musk Says Tesla To Accept Dogecoin As Payment At Supercharging Stations CRYPTO CRYPTO NEWS - https://t.co/pDMHoYHP6Q https://t.co/3hxCSmLFRp,say tesla accept dogecoin payment supercharging station crypto crypto news,1
Sat Feb 19 23:11:31 +0000 2022,elon musk,2657,2955,827,Usa,"Elon comparing Trudeau to Hitler is “sad and disturbing,” and yet the same people compared Trump to Hitler all the time for 5 years and got praised for it.

https://t.co/opNrgcke6s",comparing trudeau hitler sad disturbing yet people compared trump hitler time year got praised,0
Sun Feb 20 01:57:34 +0000 2022,elon musk,1284,156,454,Usa,@carolinecprogro It would be detrimentdl to people like Elon musk and Donald trump who benefit from the current system,would detrimentdl people like donald trump benefit current system,1
Sun Feb 20 04:14:31 +0000 2022,joe biden,81506,1617,1215,Usa,"@EricaCooper @nkem I agree. Clinton &amp; Gore were never in sync like Obama and Biden. Joe may be old school in a lot of ways, but he recognizes the significance of Kamala as his VP and partner. They’re a good team.",agree clinton amp gore never sync like obama biden joe may old school lot way recognizes significance kamala partner good team,1
Sun Feb 20 04:28:25 +0000 2022,joe biden,1021036,8399699,154,India,"#Russia’s Vladimir Putin has decided to invade #Ukraine within days, US President Joe Biden said after separatists backed by Moscow told civilians to leave breakaway regions on buses 

https://t.co/HKHzdZ38rU",vladimir putin decided invade within day president said separatist backed moscow told civilian leave breakaway region bus,0
Sun Feb 20 04:25:24 +0000 2022,joe biden,7,2,49,UAE,"Biden just wants Russia to make the first move; the US is fully prepared to fight the war!
https://t.co/QNLLiuOPdW",biden want russia make first move fully prepared fight war,-1
Sun Feb 20 04:18:34 +0000 2022,joe biden,1571310,30492,33394,Belgium,"Andy Vermaut shares:U.S. President Biden Doesn't Think Russian President Putin Is Planning To Use Nuclear Weapons For A Ukraine Invasion:  

Independent: Joe Biden says Russia’s Vladimir Putin not planning to use nuclear weapons to invade… https://t.co/TzyWkkFxxX Thank you. https://t.co/wSv70CU3kH",andy vermaut share president biden think russian president putin planning use nuclear weapon invasion independent say russia vladimir putin planning use nuclear weapon thank,-1
Sat Feb 19 21:42:21 +0000 2022,nato,22782,981,4859,Usa,"@Declansayshi @joncoopertweets Biden has sent troops overseas no where close to our borders. Putin is amassing troops within his borders, no where close to the US in response to an anti Russia organization-NATO encroaching onto their bounds

Biden continues to Insist invasion is Immanent &amp; threatens sanctions",biden sent troop overseas close border putin amassing troop within border close response anti russia encroaching onto bound biden continues insist invasion immanent amp threatens sanction,-1
Sat Feb 19 21:42:17 +0000 2022,nato,3514,221,905,Usa,"@dovesandletters @ahf77118198 In a perfect world, Russia and Ukraine would both be in NATO and NATO would be oriented against China. China is a long-term existential threat to Russia.",perfect world russia would would oriented china china existential threat russia,1
Sat Feb 19 21:58:24 +0000 2022,nato,16338,1229,1599,Usa,"All Russia has to do is remove the unprecedented military presence from the border of Ukraine, and there would be no war. Honestly, I don't think NATO ever intended to bring Ukraine in. Putin knows this. So why put the military on the border in the first place? https://t.co/fEjZnADRpL",russia remove unprecedented military presence border would war honestly think ever intended bring putin know put military border first place,-1
Sat Feb 19 21:58:14 +0000 2022,nato,2878,17,187,Usa,"@kaitlancollins Send NATO into Ukraine.  Putin would never be stupid enough to start a war with NATO. He himself already said Russia could nit beat NATO period.  If he attacked, it would be the end of his ruling of Russia.",send putin would never stupid enough start war already said russia could nit beat period attacked would end ruling russia,-1
Sat Feb 19 22:13:06 +0000 2022,nato,50218,387,154,Usa,"#Russia has sent a consistent message, first the reduction of #NATO troops and military equipment in eastern #Europe in order for its own military forces to be withdrawn. 
That hasn't happened! So who will blink first? #US #NATO or 
Russia? https://t.co/ePXb4jMO0R",sent consistent message first reduction troop military equipment eastern order military force withdrawn happened blink first russia,0
Sat Feb 19 22:12:45 +0000 2022,nato,132751,31271,20290,England,"West has appeased Putin for 15 years, says Ukrainian president

Ukraine president accused western countries of appeasing Vladimir Putin for 15 years and urged Nato members to be honest about whether they are ready to admit his country to the alliance.
https://t.co/2qgZXdJIEo",west appeased putin year say ukrainian president president accused western country appeasing vladimir putin year urged member honest whether ready admit country alliance,1
Sat Feb 19 22:27:09 +0000 2022,nato,44813,351,2027,Usa,"@ladygaga 

Russia has sent troops to the Ukrainian border to ""check"" the ""US and NATO."" Unless ""US and NATO"" make ""Ukraine"" a member of ""NATo and EU"", there will be no war. It is not the ""Ukraine invasion problem"" of Russia,",russia sent troop ukrainian border check unless make member war invasion problem russia,-1
Sat Feb 19 22:44:59 +0000 2022,nato,1632,264,444,Usa,"If Trump were still President, NATO would’ve collapsed by now.

That’s why Putin put him in the White House in the first place. https://t.co/KGRQqSU5Kz",trump still president would collapsed putin put white house first place,-1
Sat Feb 19 22:43:40 +0000 2022,nato,1129,21,65,Russia,@HG95_ @spectatorindex NATO had less than 5k troops in eastern EU in 2014. Around same in 2017. Russia amassed 200k troops on border with Ukraine to defend the invaded Ukrainian Crimea. Again this clown claims US looking for war. https://t.co/4xBigQmFAa,troop eastern around russia amassed troop border defend invaded ukrainian crimea clown claim looking war,-1
